time,E(kinetic),E(total),Temperature,E(potential),Pressure,Volume
fs,kcal/mol,kcal/mol,K,kcal/mol,bar,Å^3
1570000,87113.3971,-102222.9549,297.5066,-189336.352,-208.2952,937650.3819
1571000,87061.6622,-102814.7451,297.33,-189876.4073,42.7724,936170.7398
1572000,87097.6193,-102533.9334,297.4528,-189631.5527,-180.1221,935710.4174
1573000,87007.8814,-102249.4166,297.1463,-189257.298,22.5496,935983.982
1574000,86826.5182,-102388.541,296.5269,-189215.0592,-110.5541,935348.7482
1575000,87238.0797,-102054.2122,297.9325,-189292.2919,-112.3011,934272.8653
1576000,87381.8802,-102005.7109,298.4236,-189387.5911,-232.1273,935476.5318
1577000,87172.0414,-101808.8014,297.7069,-188980.8428,-143.0271,934217.7756
1578000,87059.8965,-102566.6211,297.3239,-189626.5176,120.7276,934311.3273
1579000,87325.7135,-102168.4517,298.2317,-189494.1652,-125.0476,933434.8579
1580000,87282.0444,-102227.4555,298.0826,-189509.4999,118.0156,934826.3455
1581000,87097.1531,-102961.1419,297.4512,-190058.295,-58.2786,935253.4023
1582000,87355.7924,-102585.7718,298.3345,-189941.5642,-123.3797,935418.4775
1583000,87142.3126,-102697.0954,297.6054,-189839.4079,90.2579,934380.8622
1584000,86813.4189,-102908.0493,296.4822,-189721.4682,210.3171,936349.5677
1585000,87179.199,-102959.4811,297.7314,-190138.6801,-10.0759,936568.0611
1586000,87524.5019,-102645.2909,298.9106,-190169.7927,92.2643,934210.5072
1587000,86992.268,-102295.6569,297.093,-189287.9249,22.1426,935297.5542
1588000,87262.0681,-102332.4758,298.0144,-189594.544,-186.4476,933796.3268
1589000,87333.085,-102248.356,298.2569,-189581.441,276.369,934977.1791
1590000,87477.1926,-101777.8976,298.7491,-189255.0902,7.4847,934592.0174
1591000,87038.3298,-102616.271,297.2503,-189654.6008,-94.0724,935241.214
1592000,87299.1863,-102333.3407,298.1411,-189632.5271,-504.317,936748.4712
1593000,86631.9327,-103302.9461,295.8624,-189934.8788,414.578,935243.9114
1594000,87376.5397,-102054.0574,298.4053,-189430.5971,-288.4278,933129.4142
1595000,87246.5419,-101821.0886,297.9614,-189067.6305,-251.1829,935629.9454
1596000,86973.6983,-102404.2294,297.0296,-189377.9277,-99.5974,936351.5673
1597000,87202.5448,-102722.2156,297.8111,-189924.7604,200.6501,935258.6584
1598000,86946.4335,-103114.6401,296.9364,-190061.0735,131.8892,935483.8029
1599000,87256.0693,-102770.6576,297.9939,-190026.7268,-4.5063,934982.5347
1600000,87563.341,-102609.9272,299.0433,-190173.2682,79.7458,935561.4013
1601000,87052.0129,-102812.2422,297.297,-189864.2551,80.3945,934985.628
1602000,87365.7961,-102302.0061,298.3686,-189667.8022,258.1959,933649.6362
1603000,86918.7137,-102359.7879,296.8418,-189278.5015,-6.2205,937246.1759
1604000,87286.8377,-102397.0258,298.099,-189683.8635,-162.9529,937736.5103
1605000,87061.9718,-102340.8941,297.331,-189402.8658,-88.0654,936743.1011
1606000,87223.1553,-102313.1966,297.8815,-189536.3519,-145.3922,938939.4195
1607000,87025.2486,-102426.3372,297.2056,-189451.5858,233.125,937878.5546
1608000,87351.4584,-101978.9518,298.3197,-189330.4103,-116.7629,937175.3145
1609000,87765.4729,-101289.5628,299.7336,-189055.0357,-55.7547,935638.6341
1610000,87074.9921,-101700.7659,297.3755,-188775.758,-207.7396,939838.1061
1611000,87080.0401,-101808.1611,297.3927,-188888.2012,137.2986,939707.9155
1612000,87011.5178,-102076.6606,297.1587,-189088.1784,3.3257,937049.4522
1613000,86947.7207,-102343.6374,296.9408,-189291.3581,-174.4309,937128.6843
1614000,87217.4187,-102456.4458,297.8619,-189673.8644,159.9185,937142.4622
1615000,86954.1147,-101903.8645,296.9627,-188857.9792,94.5433,936084.5409
1616000,86981.7949,-102489.1889,297.0572,-189470.9839,-10.7243,936794.3713
1617000,87297.8418,-102468.2853,298.1366,-189766.1271,205.2425,936447.5817
1618000,87700.6462,-102121.608,299.5122,-189822.2541,127.1346,934848.0756
1619000,86791.5661,-102580.9424,296.4075,-189372.5084,-41.9562,936470.4112
1620000,87404.9343,-102203.2072,298.5023,-189608.1415,273.5769,936653.2972
1621000,87146.608,-102509.083,297.6201,-189655.691,213.3154,937083.6486
1622000,87251.3246,-102205.4967,297.9777,-189456.8212,-198.7707,937483.0066
1623000,87282.8227,-102215.4554,298.0853,-189498.278,124.0631,935539.5748
1624000,87276.0434,-101830.7856,298.0621,-189106.829,35.5297,933597.674
1625000,87349.715,-101345.695,298.3137,-188695.41,214.1903,935310.0087
1626000,86952.6058,-102108.3551,296.9575,-189060.9609,-325.9399,934321.7538
1627000,87081.7885,-102370.2789,297.3987,-189452.0674,142.5868,935424.5659
1628000,87527.1082,-102447.8944,298.9195,-189975.0026,347.8548,933731.5286
1629000,87487.1071,-101971.3741,298.7829,-189458.4812,-23.0511,935061.1114
1630000,87131.6731,-101780.8779,297.5691,-188912.551,115.3701,935729.8862
1631000,87718.8021,-101349.6308,299.5742,-189068.4329,-182.2468,935759.3876
1632000,87163.271,-101652.4132,297.677,-188815.6841,-408.6937,936539.6651
1633000,86938.6593,-102284.6293,296.9099,-189223.2886,116.2824,933436.0427
1634000,87898.3228,-101359.851,300.1873,-189258.1738,286.6431,934473.6057
1635000,87027.1791,-102415.0459,297.2122,-189442.2251,80.6604,934110.1188
1636000,87499.4458,-101924.5466,298.8251,-189423.9924,5.6567,935053.4081
1637000,87075.0754,-102169.9616,297.3758,-189245.037,-7.5834,937701.5812
1638000,87367.9396,-101936.3764,298.376,-189304.3159,91.5755,937649.3766
1639000,87358.8483,-101855.751,298.3449,-189214.5992,154.8142,935185.364
1640000,87512.8418,-101932.8221,298.8708,-189445.664,-116.1399,936732.162
1641000,86779.4355,-102449.1884,296.3661,-189228.6239,47.188,936575.8302
1642000,87071.0927,-102537.9014,297.3622,-189608.9942,-92.5913,935052.1798
1643000,86920.3907,-102825.2758,296.8475,-189745.6665,-79.5081,936283.9365
1644000,87252.0133,-102045.1987,297.98,-189297.212,80.4167,935637.449
1645000,87082.8334,-102533.3271,297.4023,-189616.1605,-174.3497,935851.6494
1646000,87092.1807,-102126.7424,297.4342,-189218.9232,72.5777,934248.4715
1647000,86804.5214,-102717.4591,296.4518,-189521.9804,-355.0245,938736.9225
1648000,87277.5395,-102003.5472,298.0672,-189281.0867,-227.2347,934448.9871
1649000,86884.0999,-102186.2386,296.7236,-189070.3385,191.9693,935604.157
1650000,87669.6808,-102178.2771,299.4064,-189847.9579,-203.2058,935253.1781
1651000,86656.5814,-103379.4416,295.9465,-190036.0231,40.3551,935030.4591
1652000,86873.0754,-102869.9089,296.6859,-189742.9843,133.2196,933906.6892
1653000,87024.9935,-102548.8862,297.2047,-189573.8797,-143.1813,935599.3803
1654000,87262.3117,-102263.8132,298.0152,-189526.1249,142.799,936007.2476
1655000,87330.1837,-101152.7874,298.247,-188482.971,6.4914,936870.5536
1656000,86956.2597,-101802.3971,296.97,-188758.6569,-170.4875,934800.6518
1657000,86992.7481,-102493.9474,297.0946,-189486.6955,-149.2496,935901.9562
1658000,87079.7867,-102193.9886,297.3919,-189273.7753,-71.2036,935438.0299
1659000,87544.7405,-101530.0596,298.9798,-189074.8001,74.8638,935870.496
1660000,87105.7932,-102567.5145,297.4807,-189673.3077,-42.0231,935078.2137
1661000,87275.255,-102439.9493,298.0594,-189715.2043,168.2697,934928.9874
1662000,87282.4448,-102254.5432,298.084,-189536.988,262.4978,936455.9806
1663000,87010.9836,-102261.3054,297.1569,-189272.289,33.4996,935654.6738
1664000,87227.2129,-102220.8737,297.8953,-189448.0866,160.7949,934839.2884
1665000,87370.7564,-102025.5723,298.3856,-189396.3287,-166.1073,937727.258
1666000,87249.3712,-102002.5018,297.971,-189251.8729,-62.1047,937681.8952
1667000,87222.3966,-102190.1643,297.8789,-189412.5609,276.8286,936997.5546
1668000,87659.6124,-101700.7048,299.3721,-189360.3172,119.1461,937480.7845
1669000,87135.4191,-101889.9305,297.5819,-189025.3496,-251.3668,935835.6205
1670000,87241.1153,-102025.2373,297.9428,-189266.3527,370.23,933732.2668
1671000,87622.5254,-101837.9565,299.2454,-189460.4819,36.6173,935552.5893
1672000,86975.3248,-101844.2413,297.0351,-188819.5661,-136.1601,936897.6923
1673000,87197.9989,-101683.5145,297.7956,-188881.5133,96.6226,934286.9931
1674000,87198.045,-102157.2448,297.7957,-189355.2898,-135.6808,934471.5905
1675000,86793.0226,-102938.3809,296.4125,-189731.4035,244.3131,934203.5451
1676000,87287.5552,-102370.108,298.1014,-189657.6633,-129.8218,933332.3433
1677000,87337.0003,-102753.122,298.2703,-190090.1223,-284.3466,934097.3839
1678000,86926.9391,-102596.2343,296.8699,-189523.1734,-122.2288,934622.9077
1679000,87390.2969,-102142.9378,298.4523,-189533.2347,-487.8569,935495.232
1680000,87251.6726,-102028.8257,297.9789,-189280.4983,-339.1895,938865.6048
1681000,86879.2623,-102732.1443,296.707,-189611.4066,-113.4851,937006.2545
1682000,87293.6516,-102421.0626,298.1222,-189714.7142,-142.8786,935023.7484
1683000,87281.9218,-102202.1281,298.0822,-189484.0499,-174.5986,934502.5613
1684000,87215.2022,-101980.3058,297.8543,-189195.5081,-113.2424,935690.3127
1685000,87172.0269,-101888.0668,297.7069,-189060.0936,54.7949,935369.8526
1686000,87294.1025,-102325.9358,298.1238,-189620.0383,-85.2294,936718.6113
1687000,87384.51,-101829.1841,298.4325,-189213.6942,-292.4,936945.7267
1688000,87128.6823,-102522.2257,297.5588,-189650.9081,-77.7516,936141.9936
1689000,87348.3461,-102217.4457,298.309,-189565.7918,-124.5981,935890.5668
1690000,87488.2444,-101849.3019,298.7868,-189337.5463,116.951,936464.5799
1691000,87050.9352,-102615.1947,297.2933,-189666.1298,-40.4572,934779.5162
1692000,87189.5977,-102346.0493,297.7669,-189535.647,197.3858,934515.7856
1693000,86938.4909,-102421.262,296.9093,-189359.7529,215.1823,936260.9611
1694000,87159.4098,-102693.8195,297.6638,-189853.2293,112.9908,935999.0247
1695000,87167.1654,-102226.2119,297.6903,-189393.3773,-136.0197,934746.3033
1696000,87236.0165,-102395.1701,297.9254,-189631.1866,-3.7086,937207.4879
1697000,87323.9885,-102066.6278,298.2259,-189390.6163,95.0009,934575.3844
1698000,87066.873,-102211.5543,297.3478,-189278.4273,131.5183,938184.7949
1699000,86855.807,-102460.4849,296.6269,-189316.2918,-260.9763,935849.7732
1700000,87107.7033,-102439.7297,297.4872,-189547.433,274.3256,935610.8916
1701000,86958.8184,-102614.0855,296.9787,-189572.9039,59.3114,935067.4589
1702000,87178.7094,-102409.4618,297.7297,-189588.1712,-45.0203,935453.3509
1703000,86953.9379,-102320.1131,296.9621,-189274.0509,-79.9702,936257.689
1704000,87317.9881,-101763.1667,298.2054,-189081.1548,249.3318,936354.9528
1705000,87184.2155,-101848.2346,297.7485,-189032.4501,195.9104,936116.9778
1706000,86803.9062,-102520.5956,296.4497,-189324.5019,185.3321,938609.9607
1707000,87131.3236,-102370.6623,297.5679,-189501.9859,189.4094,935707.3522
1708000,87466.7804,-101841.7188,298.7135,-189308.4992,-12.7731,936818.1785
1709000,87055.0676,-102023.42,297.3074,-189078.4876,-72.837,936757.789
1710000,87362.1785,-101788.465,298.3563,-189150.6435,-307.4615,936280.9548
1711000,87080.9338,-102494.9287,297.3958,-189575.8625,-553.6239,935968.3878
1712000,87285.6161,-101957.2882,298.0948,-189242.9043,-38.5298,934478.4442
1713000,87363.5621,-101852.968,298.361,-189216.5301,-84.4132,934186.9177
1714000,87102.6493,-102130.6982,297.4699,-189233.3475,85.0228,936371.1321
1715000,87233.9917,-102089.4807,297.9185,-189323.4725,78.3283,934153.4978
1716000,87215.3881,-101785.2695,297.855,-189000.6576,164.6484,933578.586
1717000,87214.9868,-101992.8069,297.8536,-189207.7938,-197.6062,933662.2233
1718000,86887.3797,-102627.5061,296.7348,-189514.8858,-0.029,935647.8386
1719000,87325.6273,-102340.0476,298.2314,-189665.6749,115.0222,935215.6019
1720000,87285.0261,-102480.0931,298.0928,-189765.1191,51.0892,936837.6089
1721000,87395.9975,-102437.923,298.4718,-189833.9205,102.5118,936185.8347
1722000,87583.9722,-102129.3224,299.1137,-189713.2946,102.2415,934882.9781
1723000,87160.2139,-102033.8557,297.6665,-189194.0696,-250.8542,937963.7394
1724000,87250.6392,-102105.783,297.9754,-189356.4223,-52.6773,936013.0698
1725000,87425.731,-101595.1548,298.5733,-189020.8857,-318.1641,933932.5159
1726000,87321.4904,-101915.469,298.2173,-189236.9594,252.2613,935946.0657
1727000,87446.5924,-102327.3799,298.6446,-189773.9723,57.6503,936272.232
1728000,86794.4331,-102821.2956,296.4173,-189615.7287,123.3899,935264.6896
1729000,87370.368,-102136.1982,298.3842,-189506.5663,6.7535,935388.5296
1730000,87270.8401,-102345.3261,298.0443,-189616.1662,-89.1992,934859.7405
1731000,87158.0625,-102225.7488,297.6592,-189383.8113,-343.9295,935792.8238
1732000,86940.9987,-102104.2527,296.9179,-189045.2514,-293.7696,936296.2151
1733000,87024.6143,-102526.0657,297.2034,-189550.68,-140.7783,933694.2974
1734000,87271.4768,-102420.0093,298.0465,-189691.4861,-358.7108,933914.6241
1735000,87883.5756,-101220.7186,300.1369,-189104.2942,458.3459,932823.1042
1736000,87316.7594,-101885.9293,298.2012,-189202.6887,-110.0763,935133.1837
1737000,87324.9414,-102314.8322,298.2291,-189639.7736,14.6288,936568.0092
1738000,87406.3671,-102221.336,298.5072,-189627.703,269.7452,934276.336
1739000,87161.8971,-102467.2438,297.6723,-189629.1409,-213.6817,937588.0254
1740000,87477.6152,-101669.995,298.7505,-189147.6102,-58.0655,935297.3421
1741000,87092.9893,-101909.0438,297.437,-189002.0331,647.3621,934765.0608
1742000,87540.2587,-101706.0027,298.9644,-189246.2614,106.562,934002.1289
1743000,87574.3045,-101680.2882,299.0807,-189254.5928,161.7175,934840.6278
1744000,87426.745,-102149.473,298.5768,-189576.218,-66.1959,936354.8014
1745000,87350.0107,-102552.644,298.3147,-189902.6547,-149.7048,935361.0926
1746000,87458.3966,-102191.5091,298.6849,-189649.9057,-238.8092,935031.1682
1747000,87469.1227,-102039.8689,298.7215,-189508.9916,213.6404,934227.9973
1748000,86943.6561,-102414.2828,296.927,-189357.9389,29.7822,932053.2533
1749000,87198.2789,-102175.7868,297.7965,-189374.0657,235.6553,934512.9857
1750000,87350.3336,-102459.235,298.3158,-189809.5686,-101.9145,935453.935
1751000,87566.7198,-101737.6023,299.0548,-189304.3222,-71.4563,934493.9467
1752000,86739.9449,-102746.0065,296.2312,-189485.9514,-271.6418,934527.78
1753000,87458.4422,-102212.5493,298.685,-189670.9915,-285.3144,935693.0384
1754000,86938.0673,-102110.5361,296.9079,-189048.6034,-406.1774,935310.0827
1755000,87119.6137,-102340.8376,297.5279,-189460.4513,51.6983,933657.8451
1756000,87284.4251,-101872.2194,298.0907,-189156.6445,-358.5967,936687.7305
1757000,87283.0488,-101560.9342,298.086,-188843.9831,-213.7502,936252.4027
1758000,87202.1068,-102083.1917,297.8096,-189285.2986,-492.9168,936474.4652
1759000,87478.8478,-102006.0665,298.7547,-189484.9143,-185.2524,933827.2682
1760000,87382.0332,-102271.2285,298.4241,-189653.2617,346.2397,934866.4398
1761000,87053.2455,-102338.8879,297.3012,-189392.1333,-46.7832,937402.7819
1762000,87088.7999,-102027.5625,297.4226,-189116.3624,-310.8164,933986.1427
1763000,87194.4304,-102471.1938,297.7834,-189665.6242,50.3228,934971.5859
1764000,87601.7674,-101863.4995,299.1745,-189465.2669,147.9348,935006.9048
1765000,87223.9938,-102353.4299,297.8844,-189577.4237,-101.7007,934855.1098
1766000,87679.8832,-101640.41,299.4413,-189320.2932,-393.4469,935622.9906
1767000,87558.5896,-101974.3805,299.0271,-189532.9701,249.6016,937318.7066
1768000,87413.449,-101885.0562,298.5314,-189298.5052,312.7172,935879.2855
1769000,87521.0349,-101634.8894,298.8988,-189155.9243,143.6006,936700.1088
1770000,87421.1537,-101893.7632,298.5577,-189314.9169,-304.9541,936250.8422
1771000,87362.4368,-101656.5813,298.3572,-189019.0181,-27.1763,935582.9506
1772000,87304.8794,-101538.9691,298.1606,-188843.8485,49.8999,935554.6778
1773000,87297.6269,-102100.3058,298.1358,-189397.9327,-203.9431,936017.2219
1774000,87165.7854,-102150.1659,297.6856,-189315.9513,14.2051,937709.9611
1775000,87058.3355,-102198.4968,297.3186,-189256.8323,-93.7708,937557.539
1776000,87277.1165,-102260.3626,298.0658,-189537.479,-38.9311,937149.5664
1777000,87244.8727,-102603.6538,297.9557,-189848.5264,-290.0178,936399.8395
1778000,87359.621,-102239.1262,298.3475,-189598.7472,-58.6006,934274.9563
1779000,87521.3324,-102362.983,298.8998,-189884.3154,70.0208,935418.5651
1780000,87195.9868,-102495.4352,297.7887,-189691.422,-335.4393,937228.6062
1781000,87733.8322,-101552.3523,299.6255,-189286.1845,-10.5153,939457.9163
1782000,87030.548,-102009.3876,297.2237,-189039.9357,134.6724,935950.8927
1783000,87127.8244,-102318.5157,297.5559,-189446.3401,-262.4879,937506.8882
