time,E(kinetic),E(total),Temperature,E(potential),Pressure,Volume
fs,kcal/mol,kcal/mol,K,kcal/mol,bar,Å^3
869000,87377.0855,-101698.7599,298.4072,-189075.8454,64.2728,935311.8503
870000,87135.2204,-102297.355,297.5812,-189432.5754,-276.9034,935128.1377
871000,87351.1315,-102006.4277,298.3185,-189357.5591,-141.3597,935997.5438
872000,86841.8447,-102546.0206,296.5792,-189387.8653,-43.2717,934303.165
873000,87238.8946,-102173.0108,297.9352,-189411.9053,-25.5913,934466.2516
874000,86937.744,-102642.6065,296.9068,-189580.3505,-31.2019,935737.7229
875000,87060.7826,-102679.5833,297.327,-189740.3659,124.1881,932934.9954
876000,87111.6381,-101976.5003,297.5006,-189088.1384,124.9266,935460.0896
877000,87613.0807,-101699.6015,299.2131,-189312.6822,131.021,934311.4971
878000,87060.8108,-102181.1354,297.3271,-189241.9462,52.2687,933993.3285
879000,87450.1818,-102016.1965,298.6568,-189466.3783,-72.0913,934596.6563
880000,87408.9089,-101196.9659,298.5159,-188605.8748,187.9153,934426.7346
881000,87452.2971,-101778.0456,298.664,-189230.3428,-39.0733,933582.1998
882000,87127.8591,-102258.9575,297.556,-189386.8167,-261.9616,936148.9601
883000,87658.6103,-101288.6955,299.3686,-188947.3058,-63.056,936034.388
884000,86925.7468,-102272.3936,296.8658,-189198.1404,287.871,933963.4274
885000,87592.2256,-102294.4046,299.1419,-189886.6302,-42.5383,934914.9035
886000,87416.6748,-101761.1015,298.5424,-189177.7763,-309.8781,935227.4866
887000,86969.6,-103103.4002,297.0156,-190073.0002,48.0457,933834.4891
888000,87708.0272,-102036.085,299.5374,-189744.1122,-129.1355,936237.8868
889000,87716.2213,-101826.0218,299.5654,-189542.2431,264.2465,933884.8808
890000,87339.9802,-101783.4187,298.2805,-189123.3989,-190.8829,936567.3544
891000,87150.8322,-102015.9608,297.6345,-189166.7931,-242.2813,934256.5469
892000,87680.1653,-102019.3101,299.4423,-189699.4754,-222.4049,934256.3216
893000,87169.2021,-102192.0517,297.6972,-189361.2538,-308.6148,936473.6157
894000,87427.4493,-101453.1269,298.5792,-188880.5762,275.3458,935894.3455
895000,86912.7539,-102200.6042,296.8214,-189113.358,239.0517,933252.4744
896000,87416.8142,-102149.0726,298.5429,-189565.8868,500.031,934421.4881
897000,87064.6711,-101986.4664,297.3402,-189051.1375,-381.0154,934194.2815
898000,87237.5077,-102579.7243,297.9305,-189817.2319,352.5356,934606.0442
899000,87381.4874,-102234.0734,298.4222,-189615.5608,253.0746,932724.735
900000,87211.8636,-102691.6306,297.8429,-189903.4941,348.2052,933516.8668
901000,87672.8224,-101699.1196,299.4172,-189371.942,-150.2586,934747.3751
902000,87148.7601,-102464.6921,297.6274,-189613.4522,199.0813,936186.1791
903000,86736.3591,-103201.3709,296.219,-189937.73,99.4542,933969.9596
904000,86955.506,-102208.9467,296.9674,-189164.4528,-157.1382,936507.1136
905000,87344.4318,-101884.8723,298.2957,-189229.3041,18.7009,935232.819
906000,87101.2212,-101635.7846,297.4651,-188737.0057,-16.419,935591.0581
907000,87501.8533,-101738.4729,298.8333,-189240.3262,-393.0828,936030.8172
908000,87531.0933,-102037.0009,298.9331,-189568.0942,164.1499,934222.5092
909000,86868.7234,-102712.0132,296.671,-189580.7367,-265.7809,935994.8537
910000,86923.5597,-102840.0067,296.8583,-189763.5664,-74.3212,933928.0434
911000,87605.6212,-101416.09,299.1877,-189021.7112,234.2288,935133.9302
912000,87304.1482,-102594.3282,298.1581,-189898.4764,157.0235,933737.8813
913000,87272.7687,-102125.446,298.0509,-189398.2147,85.7624,935461.7739
914000,86748.108,-102416.6096,296.2591,-189164.7176,299.8171,934174.6186
915000,86993.8205,-102238.3175,297.0983,-189232.1379,-24.8887,936039.6081
916000,87730.5504,-101406.3742,299.6143,-189136.9246,-194.5822,936535.2023
917000,87479.3747,-101484.5131,298.7565,-188963.8878,-164.6585,937942.1374
918000,87378.704,-102030.7502,298.4127,-189409.4542,3.2557,937338.802
919000,87251.8116,-102050.6278,297.9794,-189302.4394,342.3998,935448.8716
920000,86893.1099,-102206.6415,296.7543,-189099.7514,46.4867,935609.6281
921000,87265.3005,-101761.0651,298.0254,-189026.3656,-260.3813,935827.1415
922000,87332.7188,-102412.0582,298.2557,-189744.777,25.0087,935568.0879
923000,87464.4707,-101810.1626,298.7056,-189274.6333,-77.244,936239.2705
924000,87071.8505,-101862.9161,297.3648,-188934.7666,-86.4345,936897.6998
925000,87507.9912,-101578.9987,298.8543,-189086.9899,-141.0405,936957.5081
926000,87305.1959,-102154.4316,298.1617,-189459.6275,269.498,935587.7875
927000,87490.269,-101775.3746,298.7937,-189265.6436,-224.2717,936487.4868
928000,87706.0843,-101787.7637,299.5308,-189493.8481,131.9975,936084.8729
929000,87396.1751,-101433.0537,298.4724,-188829.2287,-383.2725,936642.5467
930000,86978.6184,-101699.6746,297.0464,-188678.293,-26.0731,933971.4141
931000,87308.7811,-101806.3104,298.1739,-189115.0914,-238.7008,935601.4642
932000,87509.381,-101448.316,298.859,-188957.697,102.7966,936821.4303
933000,87206.7675,-102017.4435,297.8255,-189224.2109,306.5451,937548.7501
934000,87476.5811,-101791.4465,298.747,-189268.0277,-251.1907,938032.6233
935000,87317.6396,-101843.8206,298.2042,-189161.4602,-166.2453,936360.1937
936000,87374.4702,-101346.3281,298.3983,-188720.7983,-377.9612,937067.7018
937000,87261.9683,-101671.4065,298.014,-188933.3749,-39.5105,935562.1845
938000,87548.2445,-101839.8498,298.9917,-189388.0943,-24.4031,937696.2558
939000,87531.2204,-101577.1025,298.9336,-189108.3229,-79.8878,936524.7004
940000,87603.8526,-101377.2482,299.1816,-188981.1008,12.0392,936685.6292
941000,87525.2389,-101584.4135,298.9132,-189109.6524,157.0793,937197.6638
942000,87357.5683,-101661.5911,298.3405,-189019.1594,-456.687,937594.1334
943000,87061.5292,-101649.2982,297.3295,-188710.8275,-14.2026,936725.2141
944000,86979.0017,-102220.696,297.0477,-189199.6977,-133.7157,937514.6724
945000,87518.1945,-101776.5934,298.8891,-189294.7878,129.1747,935433.3275
946000,87345.822,-102012.3316,298.3004,-189358.1535,-183.6135,937276.1642
947000,87702.1085,-101739.5601,299.5172,-189441.6685,-294.6354,938163.2142
948000,86931.7407,-102317.0281,296.8863,-189248.7689,-129.7449,936084.8656
949000,87634.6751,-101330.634,299.2869,-188965.309,-556.3844,937798.9122
950000,87485.6057,-101162.7272,298.7778,-188648.3329,368.0885,935063.8641
951000,87537.6831,-101667.9919,298.9557,-189205.675,-86.3737,933342.1625
952000,87325.379,-101658.1563,298.2306,-188983.5353,79.1212,933566.7911
953000,87542.5945,-101536.3988,298.9724,-189078.9933,-227.7821,934453.946
954000,87371.1767,-102606.7596,298.387,-189977.9364,-236.209,935517.649
955000,87370.1007,-102187.1159,298.3833,-189557.2166,-184.4414,935375.3613
956000,87503.0025,-101901.0115,298.8372,-189404.014,-261.6338,934483.3647
957000,87358.599,-102229.7531,298.3441,-189588.3521,-340.3594,935647.7589
958000,87139.917,-102401.5473,297.5972,-189541.4642,322.9322,936089.2026
959000,87852.6196,-101680.2689,300.0312,-189532.8885,-46.2053,934604.0637
960000,87299.5231,-101677.3363,298.1423,-188976.8595,-470.6569,936698.563
961000,87117.2357,-101942.4217,297.5198,-189059.6574,100.9572,937043.6963
962000,87260.2693,-101993.3319,298.0082,-189253.6013,-78.9427,935362.5665
963000,87286.5421,-102269.1861,298.098,-189555.7282,27.0067,934814.248
964000,86996.6121,-101986.6322,297.1078,-188983.2442,135.1008,934416.4104
965000,87435.6444,-101540.2551,298.6072,-188975.8995,73.8209,934808.2065
966000,87393.2127,-101951.2825,298.4623,-189344.4951,30.5175,934534.9517
967000,87439.2993,-102088.6,298.6197,-189527.8993,317.7768,936033.396
968000,87123.2913,-101875.688,297.5404,-188998.9793,166.3165,934228.728
969000,86970.4102,-102760.9918,297.0183,-189731.402,-155.0398,936457.2294
970000,87127.3582,-103269.6259,297.5543,-190396.9841,-182.3395,935946.145
971000,87616.364,-102093.7488,299.2244,-189710.1128,414.415,936334.8329
972000,87334.9726,-102152.4073,298.2634,-189487.3799,127.9278,934848.9245
973000,87093.0472,-102303.5685,297.4371,-189396.6157,224.8712,935864.1314
974000,87101.8564,-102559.1033,297.4672,-189660.9596,196.3046,935568.1164
975000,87106.7194,-102436.1483,297.4838,-189542.8677,-33.207,934992.6039
976000,87140.6727,-101917.7379,297.5998,-189058.4106,-71.0201,934827.659
977000,87140.3256,-102302.6647,297.5986,-189442.9903,343.8786,935258.1932
978000,87281.3155,-102045.8761,298.0801,-189327.1916,30.3699,931161.3629
979000,87335.3473,-102150.9524,298.2646,-189486.2997,384.4404,933536.5513
980000,87171.7809,-102062.476,297.706,-189234.2569,-285.0224,935048.4689
981000,86989.7917,-102756.0024,297.0845,-189745.7941,-164.5599,935067.9912
982000,87284.1322,-102642.5473,298.0897,-189926.6795,313.1027,933150.255
983000,87316.0283,-102288.6352,298.1987,-189604.6634,-78.4741,934311.1884
984000,87065.6327,-102842.872,297.3435,-189908.5046,22.5081,933399.5706
985000,87226.5008,-102354.1771,297.8929,-189580.6779,-8.8309,932407.0675
986000,86925.513,-102196.2128,296.865,-189121.7259,32.7442,933560.4303
987000,87314.8526,-102055.1517,298.1946,-189370.0042,307.6449,934277.9703
988000,86967.318,-102499.2941,297.0078,-189466.6121,138.4313,934910.3595
989000,87121.7589,-102418.3133,297.5352,-189540.0722,97.025,932529.8027
990000,87572.5553,-102243.7467,299.0747,-189816.302,95.7462,931259.6863
991000,87334.9786,-101853.7072,298.2634,-189188.6858,120.1417,932660.6792
992000,87287.9873,-101887.6909,298.1029,-189175.6782,-87.4019,936119.9358
993000,87133.407,-101678.2957,297.575,-188811.7027,42.0041,937744.3757
994000,87275.8281,-101997.9129,298.0614,-189273.741,43.3834,935168.8791
995000,87292.2268,-101532.8973,298.1174,-188825.1241,13.2442,936702.4233
996000,86936.6054,-102449.4639,296.9029,-189386.0694,266.3251,934850.0421
997000,87322.5447,-101924.2838,298.2209,-189246.8285,-120.8977,936682.2382
998000,87100.5931,-102281.7656,297.4629,-189382.3587,-97.0059,936266.0111
999000,86851.2902,-102426.0939,296.6115,-189277.3841,141.2123,937402.0567
1000000,87037.4897,-102237.4093,297.2474,-189274.899,-17.3824,936527.8198
1001000,87553.7183,-102112.4993,299.0104,-189666.2176,-268.9343,935114.6338
1002000,87004.2839,-102532.7019,297.134,-189536.9858,-171.3688,934337.7875
1003000,87116.9793,-102512.3622,297.5189,-189629.3415,188.3318,937244.4023
1004000,87426.1644,-102300.7302,298.5748,-189726.8946,-187.1148,937607.4933
1005000,87464.2958,-101756.7425,298.705,-189221.0383,-202.4322,937569.8775
1006000,86908.7006,-102282.0061,296.8076,-189190.7068,-227.6188,934688.5788
1007000,87830.5755,-101778.7603,299.9559,-189609.3358,-187.3528,937483.3289
1008000,87500.7078,-101611.3766,298.8294,-189112.0844,-305.5248,937264.3774
1009000,87008.5483,-102307.5542,297.1486,-189316.1025,162.8085,935673.1857
1010000,87413.5431,-101783.2082,298.5317,-189196.7513,31.4206,934742.6958
1011000,86958.7881,-101587.2649,296.9786,-188546.053,-77.715,935341.6186
1012000,86939.0379,-102235.5133,296.9112,-189174.5512,15.0588,935963.9217
1013000,87339.6189,-101880.9417,298.2792,-189220.5606,106.4413,935463.3768
1014000,87169.9055,-102504.9368,297.6996,-189674.8423,370.9965,936378.5431
1015000,86905.7104,-102126.7431,296.7974,-189032.4535,-122.602,935133.8635
1016000,87073.4464,-102367.9398,297.3702,-189441.3862,-46.5167,935910.4117
1017000,87649.303,-101744.4465,299.3369,-189393.7495,-221.8131,932177.494
1018000,86754.4559,-102401.2388,296.2808,-189155.6947,-246.3595,934548.7946
1019000,87119.1845,-102565.2398,297.5264,-189684.4243,-412.3689,935159.1677
1020000,86963.7337,-102140.9046,296.9955,-189104.6383,11.7751,933194.4807
1021000,87323.9081,-102283.1041,298.2256,-189607.0122,-5.3547,934564.2051
1022000,86787.8996,-102811.0433,296.395,-189598.9429,-43.8284,934816.3902
1023000,87270.4664,-102316.4034,298.0431,-189586.8698,101.1325,934440.4461
1024000,87146.5363,-102095.0473,297.6198,-189241.5837,-188.4361,935342.5448
1025000,87399.4303,-102287.57,298.4835,-189687.0003,59.8916,933826.3969
1026000,87287.0897,-102304.9722,298.0998,-189592.0619,142.6898,934112.4615
1027000,87315.3148,-102064.4199,298.1962,-189379.7347,-45.3579,936732.3887
1028000,87212.9527,-102083.2822,297.8466,-189296.2349,-51.2163,935974.6435
1029000,87533.2027,-101781.4006,298.9404,-189314.6033,-179.9542,934041.3704
1030000,87458.2265,-102152.7417,298.6843,-189610.9682,82.6262,935237.5741
1031000,87083.1881,-102457.1102,297.4035,-189540.2983,-255.0584,936028.4786
1032000,87139.1435,-102358.0981,297.5946,-189497.2417,210.9444,935469.3147
1033000,87532.1988,-101999.8542,298.9369,-189532.053,-42.6383,934636.6504
1034000,86910.3084,-102519.0998,296.8131,-189429.4082,310.3764,934879.2215
1035000,87272.691,-101909.7132,298.0507,-189182.4042,160.6246,936978.3336
1036000,87091.2259,-101896.8911,297.4309,-188988.117,185.2517,936699.9463
1037000,87513.8658,-101335.8897,298.8743,-188849.7554,280.278,933697.2347
1038000,87349.0516,-101794.1105,298.3114,-189143.1621,299.0668,934228.8385
1039000,87362.3378,-102123.0559,298.3568,-189485.3938,196.8665,935229.822
1040000,87516.0847,-101537.7405,298.8819,-189053.8252,39.8491,935873.1768
1041000,87181.7259,-102574.4947,297.74,-189756.2206,-157.6384,937253.1774
1042000,87768.7928,-101869.2591,299.7449,-189638.0519,-74.6641,935540.6458
1043000,86834.0434,-102322.7895,296.5526,-189156.8329,2.7547,935463.0533
1044000,87050.8684,-102117.8669,297.2931,-189168.7354,-35.0177,935811.9436
1045000,87318.6806,-102179.4771,298.2077,-189498.1577,263.4821,934019.8049
1046000,87624.1568,-102012.8488,299.251,-189637.0056,-7.0111,934094.637
1047000,87177.8912,-102012.6563,297.7269,-189190.5475,-82.8266,934969.7027
1048000,86612.3376,-103119.5661,295.7954,-189731.9037,386.2649,933010.8925
1049000,87243.3841,-102560.8929,297.9506,-189804.277,84.0903,934842.9455
1050000,86861.0183,-102490.7963,296.6447,-189351.8147,-116.5647,934739.6179
1051000,87325.8821,-102137.568,298.2323,-189463.45,-218.6381,936303.4788
1052000,87462.5442,-102250.3974,298.699,-189712.9416,-375.3262,936035.14
1053000,87364.8765,-101892.0175,298.3655,-189256.894,-207.4971,935140.1531
1054000,87283.1286,-101688.431,298.0863,-188971.5596,229.8652,935838.1993
1055000,87138.1188,-101630.8891,297.5911,-188769.0079,37.9282,938685.8385
1056000,87229.1691,-102071.6138,297.902,-189300.7829,119.2481,936431.5917
1057000,87250.169,-101974.4305,297.9737,-189224.5996,266.4866,937745.2976
1058000,86865.4665,-102534.6359,296.6599,-189400.1024,123.1601,935567.4074
1059000,86937.0359,-102359.568,296.9043,-189296.604,-218.5071,937178.6626
1060000,87209.1701,-102730.1753,297.8337,-189939.3453,-118.3304,935511.9876
1061000,87026.5463,-102184.0851,297.21,-189210.6314,90.2329,937096.9747
1062000,87429.564,-102210.5189,298.5864,-189640.0828,-286.0727,934730.3938
1063000,87398.2106,-101507.8583,298.4793,-188906.0689,176.2625,937145.4568
1064000,87389.2322,-101595.9263,298.4487,-188985.1585,74.4676,935737.0652
1065000,87262.2702,-102094.3053,298.0151,-189356.5755,-233.9759,936248.8244
1066000,86952.4777,-102213.5959,296.9571,-189166.0735,-203.9206,935273.5529
1067000,87113.1215,-102037.3393,297.5057,-189150.4608,-148.8179,936560.5265
1068000,87093.7687,-101977.9174,297.4396,-189071.6861,156.8865,935070.1774
1069000,87194.6613,-101898.7624,297.7842,-189093.4237,221.6439,934276.2573
1070000,87476.1369,-102147.6915,298.7455,-189623.8284,225.4651,932775.291
1071000,87627.2447,-102192.6937,299.2615,-189819.9383,203.3402,933460.4931
1072000,87442.8489,-101473.1089,298.6318,-188915.9578,-24.2609,934786.2988
1073000,87229.5655,-102206.9121,297.9034,-189436.4776,84.6424,935603.3418
1074000,87185.0265,-102004.8434,297.7513,-189189.8699,320.5752,935255.9595
1075000,87821.9474,-101385.5376,299.9265,-189207.485,292.4429,934919.7028
1076000,87177.8892,-101889.3212,297.7269,-189067.2104,-511.5045,937730.2068
1077000,86971.0473,-102050.9499,297.0205,-189021.9972,-94.6963,938028.5677
1078000,86852.199,-102527.4261,296.6146,-189379.625,-84.0593,934977.8774
1079000,87120.8116,-102788.6206,297.532,-189909.4321,36.5173,934707.0572
1080000,87874.1026,-101582.5274,300.1046,-189456.63,-124.5057,935548.964
1081000,87376.2703,-101245.5519,298.4044,-188621.8222,21.6396,936100.502
1082000,87281.4971,-101375.9342,298.0807,-188657.4313,164.1657,937367.9561
1083000,87129.7357,-101595.5321,297.5624,-188725.2678,-160.2365,936257.253
1084000,87225.3824,-101681.52,297.8891,-188906.9024,330.2913,935661.8908
1085000,87325.6151,-102571.4825,298.2314,-189897.0976,-125.9164,935517.744
1086000,87427.4903,-102024.7963,298.5793,-189452.2867,-193.1044,935550.5718
1087000,86945.4614,-102539.873,296.9331,-189485.3343,-162.7771,937134.0484
1088000,87519.3927,-101752.9588,298.8932,-189272.3515,-69.0528,936638.3149
1089000,87304.9178,-102065.3889,298.1607,-189370.3067,641.6254,935232.3618
1090000,87207.1569,-102563.0549,297.8269,-189770.2118,438.2174,934716.4726
1091000,87064.5337,-102220.2051,297.3398,-189284.7388,197.551,934757.6174
1092000,87590.888,-101175.695,299.1374,-188766.583,23.2817,934982.8055
1093000,87660.768,-101463.7957,299.376,-189124.5636,-257.1406,938338.3261
1094000,87458.2082,-101436.3188,298.6842,-188894.527,-119.9672,935418.5694
1095000,87325.7072,-101238.3346,298.2317,-188564.0418,-153.4064,938022.8137
1096000,87405.1552,-101622.9497,298.503,-189028.1049,-75.0717,938084.9443
1097000,87072.8278,-102213.0952,297.3681,-189285.923,115.5985,934142.9485
1098000,86979.6206,-102367.4975,297.0498,-189347.1181,-2.8057,937770.8787
1099000,86930.3287,-102753.3423,296.8814,-189683.6711,-6.7404,934454.178
1100000,87460.916,-102203.6863,298.6935,-189664.6024,197.2887,934759.1131
1101000,87154.962,-102321.0182,297.6486,-189475.9802,-10.2245,936694.0545
1102000,87374.4251,-101776.1356,298.3981,-189150.5607,32.7492,935483.8624
1103000,87234.394,-101988.4861,297.9199,-189222.8801,191.6221,936398.8672
1104000,87664.9924,-102012.7783,299.3904,-189677.7706,-83.5631,938807.5669
1105000,86976.8597,-102653.8698,297.0403,-189630.7295,-308.3613,936554.3332
1106000,87164.9572,-102109.7858,297.6827,-189274.743,-241.7296,934482.3688
1107000,87517.8927,-101468.1422,298.8881,-188986.0349,-188.5926,936039.5742
1108000,87710.6214,-101200.5198,299.5463,-188911.1412,119.3923,935183.3184
1109000,87234.4395,-101365.2024,297.92,-188599.6419,-119.7568,935427.6776
1110000,87574.1927,-101247.0343,299.0803,-188821.227,149.2703,936342.9859
1111000,87468.2683,-101593.6391,298.7186,-189061.9074,-28.4815,935514.5064
1112000,87441.7091,-102167.6775,298.6279,-189609.3867,119.7887,934769.9631
1113000,87416.7763,-101843.7448,298.5427,-189260.521,11.4852,935917.7996
1114000,87533.7393,-101946.072,298.9422,-189479.8114,219.9801,936871.4892
1115000,87514.8878,-101715.5705,298.8778,-189230.4582,-241.1149,934624.663
1116000,87074.2978,-102152.2002,297.3731,-189226.498,-331.1444,935670.9431
1117000,87333.7473,-101815.1698,298.2592,-189148.9172,-210.6901,936142.0647
1118000,87242.9962,-101809.2675,297.9492,-189052.2637,51.9122,934780.814
1119000,87145.4363,-102045.3687,297.6161,-189190.805,-160.1803,935319.2719
1120000,87767.5268,-101547.508,299.7406,-189315.0348,116.4476,935604.4471
1121000,87494.7043,-101716.0472,298.8089,-189210.7515,42.758,935496.1143
1122000,87008.016,-102188.6737,297.1468,-189196.6897,197.5323,934897.3685
1123000,87110.2686,-102540.7695,297.496,-189651.0381,222.4872,935112.874
1124000,87370.1992,-102144.4305,298.3837,-189514.6297,216.4774,934195.3488
1125000,86851.0214,-102577.111,296.6106,-189428.1324,-82.9371,938064.3032
1126000,87346.0825,-101416.5834,298.3013,-188762.6658,403.4614,937630.3615
1127000,87086.1771,-101644.0263,297.4137,-188730.2034,267.8107,938064.85
1128000,86754.8789,-102157.9501,296.2822,-188912.829,38.9569,937846.649
1129000,87420.0308,-101878.5646,298.5539,-189298.5954,116.5719,936722.0235
1130000,86957.4813,-102521.3165,296.9742,-189478.7978,74.7028,937549.7123
1131000,87343.9239,-102366.0321,298.2939,-189709.956,341.9066,932729.454
1132000,87421.9258,-102240.6849,298.5603,-189662.6107,124.1873,933754.3804
1133000,87059.1107,-102346.7451,297.3212,-189405.8558,226.6879,936119.8884
1134000,87181.6682,-102066.1554,297.7398,-189247.8236,-159.8876,936587.3721
1135000,87405.333,-101786.8553,298.5037,-189192.1883,49.4974,933451.6947
1136000,87016.5165,-102438.3491,297.1758,-189454.8656,-37.9344,935377.5821
1137000,87171.9731,-102282.4788,297.7067,-189454.4519,171.5573,933376.9197
1138000,87295.7945,-101819.1939,298.1296,-189114.9884,-85.7266,936728.1299
1139000,87326.6559,-101862.441,298.235,-189189.0969,462.299,933786.2195
1140000,87248.3997,-102289.7815,297.9677,-189538.1812,-31.903,935249.9076
1141000,87665.5176,-101824.8707,299.3922,-189490.3882,-338.8929,935597.0156
1142000,87199.5761,-102623.3378,297.801,-189822.9139,-34.5479,934238.3075
1143000,87441.4811,-102225.5734,298.6271,-189667.0545,-163.5154,935661.7554
1144000,87471.6611,-101910.9231,298.7302,-189382.5841,-120.4382,935760.6536
1145000,87174.4604,-101752.078,297.7152,-188926.5383,-349.4427,937243.8494
1146000,87181.0505,-101650.0511,297.7377,-188831.1016,531.1341,936160.7556
1147000,86955.5941,-101988.7852,296.9677,-188944.3793,570.2184,936317.7592
1148000,87064.9613,-102451.4116,297.3412,-189516.3729,35.1384,935635.261
1149000,87233.7316,-102400.172,297.9176,-189633.9036,428.4794,934321.9364
1150000,86993.079,-102352.6248,297.0957,-189345.7038,-280.5436,936302.7043
1151000,86894.2069,-102266.8763,296.7581,-189161.0832,84.9614,934635.4911
1152000,86953.6294,-102470.6102,296.961,-189424.2396,42.9135,935345.8
1153000,87383.9912,-102070.3541,298.4308,-189454.3453,166.1369,935329.5815
1154000,87435.2391,-101905.4001,298.6058,-189340.6392,61.4653,936483.0649
1155000,87726.9361,-101713.9312,299.602,-189440.8672,35.8284,935592.2408
1156000,87007.7096,-102621.4236,297.1457,-189629.1332,-26.8738,934256.6471
1157000,87401.9991,-102143.2277,298.4923,-189545.2268,-133.541,933982.4648
1158000,86996.8825,-102692.6651,297.1087,-189689.5477,-195.7972,936736.2775
1159000,86998.403,-102689.6549,297.1139,-189688.0578,-142.6172,937203.6211
1160000,86975.3275,-102686.4138,297.0351,-189661.7413,-37.1248,935187.5607
1161000,87060.603,-102730.0686,297.3263,-189790.6716,-35.6647,934322.9169
1162000,87112.7018,-102638.6093,297.5043,-189751.3111,-58.389,936425.1799
1163000,87330.7984,-101916.8938,298.2491,-189247.6922,-89.6618,936903.1022
1164000,87449.7668,-102003.8814,298.6554,-189453.6482,52.6634,938371.4336
1165000,87787.1304,-101814.3217,299.8076,-189601.4521,223.8702,933678.4296
1166000,87231.0757,-101958.5663,297.9085,-189189.642,-11.4598,937700.6054
1167000,87231.1981,-102134.351,297.909,-189365.5491,-222.2118,935698.2534
1168000,87045.7174,-102222.0456,297.2755,-189267.763,256.1835,935395.3935
1169000,87304.9626,-101913.1471,298.1609,-189218.1097,89.2914,937621.1848
1170000,87450.8018,-101681.3966,298.6589,-189132.1984,128.249,937255.8494
1171000,87160.5799,-101975.0272,297.6678,-189135.6072,-446.0907,936600.9877
1172000,87253.2164,-101933.2735,297.9842,-189186.4899,-201.7705,936127.9716
1173000,87722.3775,-101900.5148,299.5864,-189622.8923,-6.7558,936792.1256
1174000,87047.003,-102245.7297,297.2799,-189292.7326,-157.2056,937780.8043
1175000,87352.0308,-101988.1746,298.3216,-189340.2053,35.5138,934663.4467
1176000,87287.9114,-102103.5771,298.1026,-189391.4885,171.4381,936098.1183
1177000,87384.1522,-101775.7164,298.4313,-189159.8685,-470.0655,933560.221
1178000,87063.4157,-102206.6551,297.336,-189270.0708,-141.7496,935310.942
1179000,87296.5488,-102118.2146,298.1321,-189414.7634,415.4791,933921.9547
1180000,87596.39,-102022.0219,299.1561,-189618.4119,135.1666,934107.1106
1181000,86650.4905,-102270.5864,295.9257,-188921.0769,12.6802,935091.0074
1182000,87179.9306,-101876.9881,297.7339,-189056.9187,-412.2353,937062.0819
1183000,87540.5639,-101572.9622,298.9655,-189113.5261,-33.6855,937560.438
1184000,87142.1427,-101711.3823,297.6048,-188853.525,-376.8016,935494.1526
1185000,87537.9958,-101504.9775,298.9567,-189042.9734,-76.8136,935827.7336
1186000,87297.3037,-101818.7525,298.1347,-189116.0561,-76.6262,934391.2605
1187000,87284.8231,-101213.7456,298.0921,-188498.5688,-89.0762,938477.4873
1188000,87474.8352,-101594.9933,298.741,-189069.8285,124.406,935814.2016
1189000,87100.4097,-101913.7754,297.4623,-189014.1851,14.9609,937214.3961
1190000,87623.8345,-101132.5908,299.2499,-188756.4253,-53.36,935181.7701
1191000,87381.7452,-101696.3119,298.4231,-189078.0571,-18.6172,936049.819
1192000,87277.0959,-101551.2016,298.0657,-188828.2975,-373.6337,935838.7174
1193000,87238.3088,-101706.6674,297.9332,-188944.9762,104.8939,935070.0725
1194000,87484.8197,-101790.5315,298.7751,-189275.3512,227.0752,935597.9083
1195000,87278.1688,-101897.924,298.0694,-189176.0928,-140.5629,935140.7046
1196000,86978.9593,-102327.4141,297.0475,-189306.3734,0.917,933451.2503
1197000,87289.7791,-101794.6166,298.109,-189084.3958,-198.1991,936747.1872
1198000,87358.8123,-101948.5177,298.3448,-189307.3301,72.7349,933523.9549
1199000,86958.3434,-102641.3185,296.9771,-189599.6619,57.8849,934464.0243
1200000,87339.2028,-101934.6046,298.2778,-189273.8074,-226.4325,934998.7399
1201000,87342.0553,-101538.4188,298.2876,-188880.4741,423.7381,934814.2741
1202000,86986.1203,-102256.577,297.072,-189242.6973,531.4942,934416.1664
1203000,87428.4797,-102045.3999,298.5827,-189473.8796,-67.2419,936544.0273
1204000,87670.836,-101582.9399,299.4104,-189253.7759,248.1711,935489.2727
1205000,86899.6316,-102821.5898,296.7766,-189721.2214,100.6249,935382.2445
1206000,87308.8411,-102007.4709,298.1741,-189316.312,72.2064,935781.895
1207000,87283.7774,-102228.671,298.0885,-189512.4484,-67.445,933088.6017
1208000,86941.0168,-101899.4565,296.9179,-188840.4733,414.0035,934662.2391
1209000,87405.8727,-101877.8376,298.5055,-189283.7103,137.1417,934152.4809
1210000,87377.627,-102037.0555,298.409,-189414.6825,-198.2641,934481.5013
1211000,87133.6925,-102220.6275,297.576,-189354.3201,0.2545,935040.9381
1212000,87535.719,-101907.1652,298.9489,-189442.8841,95.8957,936263.4147
1213000,87505.8014,-101860.3471,298.8468,-189366.1485,-113.7457,934064.4998
1214000,87282.7584,-102133.0411,298.085,-189415.7994,-233.2012,936291.971
1215000,87003.1842,-102972.1057,297.1303,-189975.2899,150.6966,934979.1783
1216000,87374.3792,-102757.2693,298.3979,-190131.6486,-65.0682,934389.4666
1217000,87447.3322,-102498.9246,298.6471,-189946.2568,-95.1509,934542.7544
1218000,86967.3114,-102056.1354,297.0077,-189023.4468,-524.1165,937238.0853
1219000,87613.5402,-101528.7703,299.2147,-189142.3104,-592.511,934970.2097
1220000,86841.3876,-102365.1457,296.5777,-189206.5334,-244.5421,934399.9801
